id,title,type,description,release_year,age_certification,runtime,genres,production_countries
tm237143,Shrek the Musical,MOVIE,Shrek The Musical is a musical with music by Jeanine Tesori and book and lyrics by David Lindsay-Abaire. It is based on the 2001 DreamWorks Animation's film Shrek and William Steig's 1990 book Shrek! It was nominated for 8 Tony Awards including Best Musical.,2013,PG-13,130,"['music', 'comedy', 'fantasy', 'family']",['US']
tm181081,The Railway Man,MOVIE,"A victim from World War II's ""Death Railway"" sets out to find those responsible for his torture. A true story.",2013,R,116,"['drama', 'history', 'european', 'romance', 'war']","['AU', 'CH', 'GB']"
ts20336,Velvet,SHOW,"In 1950s Spain, the heir to a fashion house romances a beautiful seamstress who works for the company, despite the objections of his family.",2014,TV-14,57,"['drama', 'romance', 'thriller', 'action', 'crime', 'european']",['ES']
ts35244,Tiny House Nation,SHOW,Tiny House Nation takes renovation experts John Weisbarth and Zack Griffinh across America to help design and construct tiny dream homes in spaces under 500 square feet. Tiny House Nation proves size doesn't matter it's creative that counts!,2014,TV-PG,43,['reality'],['US']
tm144121,Get on Up,MOVIE,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,2014,PG-13,139,"['drama', 'music']",['US']
ts2161,Angry Birds Toons,SHOW,"Angry Birds Toons tells how life is not always easy on Piggie Island. Red and angry feathered companions, Chuck, Mathilda, Bomb, Blues and Terence must come together to protect their eggs - and future - of cunning plots of Bad Piggies. Having only guides for their intelligence and determination, they absolutely must thwart the advanced technology Piggies are also incredibly too many. Nevertheless, they have a huge advantage ... the incredible stupidity of the Piggies! Angry Birds Toon gives life to characters and adventures of one of the most popular games in history and presents the amusing world, and cunning of Birds and their sworn enemies, the Piggies.",2013,TV-Y,2,"['comedy', 'family', 'fantasy', 'animation', 'action', 'european']",['FI']
ts32271,Shtisel,SHOW,"Akiva and Shulem Shtisel, father and son, sit on a little balcony overlooking streets of the Geula neighborhood of Jerusalem. A year has passed since the mother died. All the other children have left the nest, and only Shulam and Akiva remain - quarreling, making up, and laughing about themselves and the rest of the world. All will change when Akiva meets Elisheva.",2013,TV-14,49,['drama'],['IL']
ts20097,Hemlock Grove,SHOW,"One cannot quench his all-consuming thirst. The other cannot tame the beast clawing its way out. In the sleepy Pennsylvania village of Hemlock Grove, two young men struggle to accept painful truths: about family, themselves, the mystery of the White Tower - and a terrifying new threat so powerful it will turn them from predators into prey.",2013,TV-MA,49,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",['US']
ts22383,Rabbids Invasion,SHOW,The Rabbids are back in their new tv show. The rabbids discovers new things and learn what they do. But that they don't know is that they are curious.,2013,TV-Y7,10,"['animation', 'comedy', 'family', 'european']","['FR', 'US']"
tm143642,Who Am I,MOVIE,"Benjamin, a young German computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage.",2014,,105,"['thriller', 'european', 'scifi', 'crime', 'drama']",['DE']
ts36836,Zach Stone Is Gonna Be Famous,SHOW,"Zach hires a camera crew to film him throughout his daily life as a part of his quest to become an over-night celebrity - even though he possesses no real talent. From Zach's attempts to become a celebrity chef or a ring-tone recording artist to purposefully going missing, he'll try any avenue to get noticed and stop at nothing until he reaches fame.",2013,TV-PG,20,['comedy'],['US']
ts22426,The Irregular at Magic High School,SHOW,In a world where magic is not a fairy tale but has existed for one hundred years siblings Tatsuya and Miyuki Shiba prepare to begin their studies at the elite Private Magic University Affiliated High School (Magic High School for short). Entering on different levels of the academic spectrum the two turn the once peaceful campus into a chaotic one.,2014,TV-14,23,"['action', 'scifi', 'animation', 'drama', 'fantasy', 'romance']",['JP']
ts42168,Resurrection: Ertugrul,SHOW,Ertuğrul Bey and the Knights Templar in the 13th century Alba and step and step with the struggle against brutal Mongols depicts the process of establishing the Ottoman principality.,2014,TV-14,57,"['action', 'war', 'drama', 'history']",['TR']
tm148976,The Battered Bastards of Baseball,MOVIE,Hollywood veteran Bing Russell creates the only independent baseball team in the country—alarming the baseball establishment and sparking the meteoric rise of the 1970s Portland Mavericks.,2014,R,80,"['documentation', 'sport']",['US']
ts35282,The Next Step,SHOW,Follow the lives of an elite group of young dancers who train at The Next Step Studio.,2013,TV-G,24,"['drama', 'family', 'romance']",['CA']
tm136601,Walk of Shame,MOVIE,"A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life.",2014,R,95,['comedy'],['US']
tm151716,Cowspiracy: The Sustainability Secret,MOVIE,"Follow the shocking, yet humorous, journey of an aspiring environmentalist, as he daringly seeks to find the real solution to the most pressing environmental issues and true path to sustainability.",2014,,90,['documentation'],['US']
tm166628,The Smurfs 2,MOVIE,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",2013,PG,105,"['comedy', 'animation', 'fantasy', 'family']",['US']
tm140342,"I, Frankenstein",MOVIE,"200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.",2014,PG-13,92,"['thriller', 'scifi', 'horror', 'action', 'fantasy']","['AU', 'US']"
ts20883,"Nicky, Ricky, Dicky & Dawn",SHOW,The story of a 10-year-old girl Dawn Haley whose sibling rivalry with her three brothers is heightened by the fact that they are quadruplets.,2014,TV-G,23,"['family', 'comedy']",['US']
tm151447,The November Man,MOVIE,An ex-CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,2014,R,108,"['thriller', 'action', 'crime']","['GB', 'US']"
tm147913,PK,MOVIE,"A stranger in the city asks questions no one has asked before. Known only by his initials, the man's innocent questions and childlike curiosity take him on a journey of love, laughter and letting go.",2014,PG-13,153,"['drama', 'comedy', 'scifi', 'romance', 'fantasy']",['IN']
ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,"The Cat in the Hat is back -- and this time, he's teaching Sally and her brother, Nick, some awfully nifty things to think about!",2013,TV-Y,19,"['animation', 'family', 'fantasy', 'scifi', 'comedy']","['CA', 'US', 'GB']"
ts22445,The Heirs,SHOW,"Heirs follows a group of privileged, elite high school students as they are groomed to take over their families' business empires. These wealthy students seem to have everything under control–except their love lives. Kim Tan is heir to the Empire Group sent to study abroad in the U.S. In reality it's a form of exile, as his elder half-brother back home schemes to takes over the family business. While in the States, Kim Tan bumps into Cha Eun Sung, who's arrived from Korea in search of her older sister. He feels himself falling for her, never realizing that she's the daughter of his family's housekeeper. When his fiancée Rachel Yoo arrives to bring him back to Korea, his heart is torn between love and duty. Meanwhile, Rachel's half-brother Choi Young Do develops his own crush on Eun Sung. Who said being a rich, beautiful high school student was easy?",2013,,59,"['comedy', 'drama', 'romance']",['KR']
tm149038,Bill Burr: I'm Sorry You Feel That Way,MOVIE,"Fresh, unflinching and devastatingly honest, Bill Burr lets loose in this feature length comedy special. Burr shares his essential tips for surviving the zombie apocalypse, exposes how rom-coms ruin great sex and explains how too many childhood hugs may be the ultimate downfall of man.",2014,,80,"['comedy', 'documentation']",['US']
tm161562,Copenhagen,MOVIE,"After weeks of traveling through Europe, the immature William finds himself in Copenhagen, the place of his father’s birth. He befriends the youthful Effy, who works in William’s hotel as part of an internship program, and they set off to find William’s last living relative. Effy’s mix of youthful exuberance and wisdom challenges William unlike any  woman ever has. As the attraction builds, he must come to grips with destabilizing elements of his family’s sordid past.",2014,,98,"['drama', 'romance']","['DK', 'US']"
